rank,address,label,proxy_score,wallet_type,trading_signal,win_rate_pct,profit_factor,track_record_days,txn_count,total_volume_usd,avg_trade_usd,active_days,tokens_traded,dex_count,source
2331,0xba337ee623ad1494721795e779f12457f92165a4,Dune DEX Trader #0,58.6,DEX Trader,Active Trader,33.3,1.4,124,79,599375.85,7587.04,20,3,1,dune_dex_trades
2332,0xbae759e79cd9e12f7aaef00bc2055cbed7a39139,Dune DEX Trader #0,58.6,DEX Trader,Active Trader,,,155,75,230087.04,3067.83,33,42,2,dune_dex_trades
2333,0x8bc19454421bc65747723719ae3ea74813ee1a4d,Dune DEX Trader #0,58.6,DEX Trader,Active Trader,,,159,70,305998.32,4371.4,31,4,1,dune_dex_trades
2334,0xff3b9d76abeb00eb23cf37c5e6242b4fa1411dcd,Dune DEX Trader #0,58.6,DEX Trader,Active Trader,,,178,68,599753.11,8819.9,33,2,3,dune_dex_trades
2335,0xf55b0f6f2da5ffddb104b58a60f2862745960442,Dune DEX Trader #0,58.6,DEX Trader,Active Trader,,,177,60,144337.1,2405.62,29,2,2,dune_dex_trades
2336,0xb1914469141ebb6e244e75cee3f35d43bf6b85e5,Dune DEX Trader #0,58.6,DEX Trader,Active Trader,,,155,55,135366.71,2461.21,24,2,1,dune_dex_trades
2337,0x52a642686284dde9cc16fe5c410454f4ebb586cb,Dune DEX Trader #0,58.6,DEX Trader,Active Trader,,,154,55,143031.34,2600.57,24,5,1,dune_dex_trades
2338,0x39cadaa81bfd445964a76959f4adea0d786dbe61,Dune DEX Trader #0,58.6,DEX Trader,Active Trader,42.9,1.6,119,51,95664.88,1875.78,32,21,4,dune_dex_trades
2339,0xbf46809b3815fd1efe091b85d012731925e41461,Dune DEX Trader #0,58.6,DEX Trader,Active Trader,,,147,47,738664.8,15716.27,20,1,1,dune_dex_trades
2340,0x22ca2cc0ddffe1fa7f039ad65b5adeca48f9a490,Dune DEX Trader #0,58.6,DEX Trader,Active Trader,,,171,47,1203207.91,25600.17,22,7,4,dune_dex_trades
2341,0x17cabcbe1536aa607aab44d2377dcdeac7f9ffce,Dune DEX Trader #0,58.6,DEX Trader,Active Trader,,,171,43,842754.21,19598.94,20,1,1,dune_dex_trades
2342,0x11cf3f4017437e3545e1a293901a2163492f39db,Dune DEX Trader #0,58.6,DEX Trader,Active Trader,50,1.08,173,36,216077.26,6002.15,20,5,4,dune_dex_trades
2343,0x681878dc5abaa70d182b3e1c4d6a3fd1e16922c0,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,50,0.33,115,916,7356919.41,8031.57,89,61,13,dune_dex_trades
2344,0x52e868e60b37a637359a010977e4a86b63ab266c,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,50,0.86,137,549,388167.2,707.04,80,4,4,dune_dex_trades
2345,0xbcdead351a6f243f608dee5c94d8845f9d16268a,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,98,433,42816303.98,98882.92,66,2,1,dune_dex_trades
2346,0x1769882e45024eb1ed8a49d90618dcf1f23d6175,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,177,325,424125.14,1305,161,97,1,dune_dex_trades
2347,0x1863e89abd8c6ae75e3de18406dbeaa663959796,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,179,307,378028.55,1231.36,153,94,1,dune_dex_trades
2348,0x394776efe504daf8f05e1bf494819fa821fb6412,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,179,307,412953.49,1345.13,153,94,1,dune_dex_trades
2349,0x78246ac69cce0d90a366b2d52064a88bb4ad8467,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,44.4,1.17,136,243,923871.47,3801.94,94,9,3,dune_dex_trades
2350,0xf1feaa32ef38b9c8ffd9248584671d51679fe4a4,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,132,218,300021.34,1376.24,88,2,2,dune_dex_trades
2351,0x5fa9569b0ed6aa01e234468e6a15b77988b950df,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,165,173,144289.89,834.05,35,2,4,dune_dex_trades
2352,0x7a6179ed614c65a8e6a3cf8a611fc93fed3ba184,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,176,147,980048.4,6667,72,2,5,dune_dex_trades
2353,0x3d53c172c5fa064fdaa5d7fb661fb4281fe05cf1,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,177,134,158085.09,1179.74,66,2,1,dune_dex_trades
2354,0x7ce5c31c9afe40f772c7a63f2faadf606623a26f,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,178,133,159048.84,1195.86,66,42,1,dune_dex_trades
2355,0xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,165,128,193063.17,1508.31,60,2,2,dune_dex_trades
2356,0xb827d90b0d1f0c2a3f527f071e38a4fe5804337b,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,142,126,382502.01,3035.73,54,2,6,dune_dex_trades
2357,0x6850decbf4ea43b68aa7c335daf61ab5dc5822dd,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,137,124,662906.54,5346.02,51,8,1,dune_dex_trades
2358,0x77622b2e306d9b30f9f18dcc45c24c028d29ffe5,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,178,99,116214.27,1173.88,49,74,1,dune_dex_trades
2359,0xb431c70f800100d87554ac1142c4a94c5fe4c0c4,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,168,76,609265.97,8016.66,36,2,5,dune_dex_trades
2360,0x9e0905249ceefffb9605e034b534544684a58be6,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,175,75,89802.45,1197.37,37,2,1,dune_dex_trades
2361,0xc3f279090a47e80990fe3a9c30d24cb117ef91a8,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,158,74,76286.4,1030.9,34,2,3,dune_dex_trades
2362,0x077b9981bc8a2ca417cea41861111da63266988b,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,133,72,139265.94,1934.25,29,52,1,dune_dex_trades
2363,0x45a9beae01ec7622711d717d4ff631330f4f73aa,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,40,1.42,154,70,228862.44,3269.46,33,8,5,dune_dex_trades
2364,0xe8fddf44cedf1676c54e12e50fd0740618490f97,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,166,61,129759.65,2127.21,29,40,1,dune_dex_trades
2365,0x8c1c499b1796d7f3c2521ac37186b52de024e58c,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,171,58,117981.09,2034.16,28,1,2,dune_dex_trades
2366,0x669bf79f859198e9899e0431a3ee93810996d930,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,136,56,82402.14,1471.47,23,2,2,dune_dex_trades
2367,0x240bb3be2bbc03fb7185e3d085871dd2d3b8f1ce,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,135,51,99312.21,1947.3,21,2,6,dune_dex_trades
2368,0x9da8bfa73922ba179b7ce8dc9d5d1d4444e48878,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,174,49,362886.36,7405.84,24,18,1,dune_dex_trades
2369,0x8b02a4131ba842c077b6b530f4282c06c2922891,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,136,48,129531.91,2698.58,20,4,1,dune_dex_trades
2370,0xec1af010739e15351d234057022b3c46b5f36ccb,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,165,45,79172.8,1759.4,21,27,1,dune_dex_trades
2371,0x80c37913149887310ff7f9c978856beae28f04e1,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,164,45,542850.35,12063.34,21,2,2,dune_dex_trades
2372,0xf9f93c07993ed37b27c5d2da7865c36db707c271,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,33.3,2.03,170,44,103978.09,2363.14,35,23,1,dune_dex_trades
2373,0xa905d519953f7925857103eb5843015a800c374e,Dune DEX Trader #0,58.5,DEX Trader,Active Trader,,,175,41,46918.66,1144.36,20,22,1,dune_dex_trades
2374,0xb2dc2da9684dfef77cfa5c6bb07e733023715292,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,46.2,0.31,179,18864,45085826.36,2390.05,181,57,5,dune_dex_trades
2375,0x555f240e556788e65306754a0ba6e7a76c2ab59e,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,66.7,0.27,102,4736,345460692.76,72943.56,99,191,9,dune_dex_trades
2376,0xd464ce8a5ebe6b84d50c643da0e66a70548c5f47,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,50,0.3,129,1187,2398350.42,2020.51,116,11,5,dune_dex_trades
2377,0x52c2266bbc95ea3721898c122f30dd2f82152814,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,50,0.32,157,667,1312360,1967.56,78,23,1,dune_dex_trades
2378,0xd8349e874934593c85eafa8e534b495d80848e41,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,61.5,0.62,179,663,49534775.14,74713.08,141,13,3,dune_dex_trades
2379,0x7cdda2b5e95a3e9e4c6bdd7b7eee3b310e002e35,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,179,319,419559.72,1315.23,162,101,1,dune_dex_trades
2380,0x59661b4e467ba98bce8b821b88da44e0826e73e8,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,176,314,416344.65,1325.94,157,97,1,dune_dex_trades
2381,0x165885771e34e201e2bdc6b4dac0bcc1af1f93d6,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,178,313,342866.03,1095.42,157,74,1,dune_dex_trades
2382,0xa9b62933719bc544661d4dc74b5fa7ac6632e9eb,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,179,309,401575.84,1299.6,156,97,1,dune_dex_trades
2383,0xecb05dfeb03af2f4946261d1ee5c0d08566edbcb,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,179,309,424430.6,1373.56,155,97,1,dune_dex_trades
2384,0x6e7f738fb946e1693b23f524192c69e64b97a028,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,179,308,401639.96,1304.03,158,101,1,dune_dex_trades
2385,0x63002fd0d5dd612be67e460fd9c82c22977f3d50,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,179,272,334730.22,1230.63,139,84,1,dune_dex_trades
2386,0x9157bf886c482e94a1ff186dd70d961a73751611,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,178,226,244373.06,1081.3,115,65,1,dune_dex_trades
2387,0x000000e432a664bacccf29e3e7c89218bdb2be81,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,178,153,475721.11,3109.29,78,1,3,dune_dex_trades
2388,0xfc097cabd6d6848c3e6e78e0e1b3c2e8e2aef5f5,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,151,142,174758.14,1230.69,64,15,1,dune_dex_trades
2389,0x433a00819c771b33fa7223a5b3499b24fbcd1bbc,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,174,135,826605.28,6123,67,2,2,dune_dex_trades
2390,0xc24d30475eca133302192b502085a3cc124b0b9b,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,161,135,215656.57,1597.46,63,4,3,dune_dex_trades
2391,0xbafead7c60ea473758ed6c6021505e8bbd7e8e5d,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,163,119,277523.29,2332.13,57,2,2,dune_dex_trades
2392,0xd05c8738244a116cf5dafa52d7094291c9e3aef2,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,50,0.92,179,116,358927.94,3094.21,50,7,3,dune_dex_trades
2393,0x2ae3209a126974ab1aa7403c1c297bfd501256d9,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,161,104,218641.1,2102.32,49,75,1,dune_dex_trades
2394,0x89b5a1d35d7f3dc14a356f2196950182f02460cd,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,96,101,370488.01,3668.2,34,3,1,dune_dex_trades
2395,0xb18ee2312d3b91d58c1bc3b8febccffc87a3f23d,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,175,89,2855076,32079.51,45,2,1,dune_dex_trades
2396,0xa6b392a4ee97e9c2710f4ed6daaaa573ba033d62,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,145,84,147974.16,1761.6,37,18,1,dune_dex_trades
2397,0xcd8bfeda4f26be27292156155c573b090fcfedba,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,170,79,247747.18,3136.04,39,3,2,dune_dex_trades
2398,0x569e7991fde62a5beb75aa392142107f33144204,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,123,78,248201.83,3182.07,31,6,1,dune_dex_trades
2399,0x0e5ee7c1d72f329ce5c5e90ddedd9bcd2078696d,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,57.1,0.73,102,76,114583.41,1507.68,25,20,3,dune_dex_trades
2400,0x41078d1f41967edb2de9598742e179979dd8002d,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,171,73,154098.51,2110.94,36,3,2,dune_dex_trades
2401,0x85611e73a4d6ef11dd90029b7b0606714775ab72,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,150,67,73625.38,1098.89,30,1,2,dune_dex_trades
2402,0x626f5e3bc6cf21662c955c9cd43a98fb3ed82940,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,134,65,280959.04,4322.45,27,36,3,dune_dex_trades
2403,0xb746b1395105954023559d5e8149d4ce8c556646,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,90,62,686766.75,11076.88,20,3,2,dune_dex_trades
2404,0x6be75502140f9705a6f68a1fc57f902c0a743a4f,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,178,60,421049.04,7017.48,30,2,5,dune_dex_trades
2405,0xa34a8df5a6ebb4eb1bcae72628f33ac34b12e129,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,137,59,89615.47,1518.91,25,5,1,dune_dex_trades
2406,0xdc4f52bee1ac925dbe4bb65d1d5c09e310338b41,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,115,58,64434.66,1110.94,22,33,2,dune_dex_trades
2407,0x14243ea6bb3d64c8d54a1f47b077e23394d6528a,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,123,55,159472.52,2899.5,22,2,1,dune_dex_trades
2408,0x6492a7783c9cf6d328fd9e34a70c1401140cd27e,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,168,49,123252.81,2515.36,24,30,1,dune_dex_trades
2409,0xfdd56b0560ba2ed74a6c9f6006f48f6a0780d58e,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,134,48,103051.03,2146.9,20,7,3,dune_dex_trades
2410,0x090bc1fb187d938c90fc865ac54a64fa6389ed7f,Dune DEX Trader #0,58.4,DEX Trader,Active Trader,,,146,47,99747.23,2122.28,21,25,3,dune_dex_trades
2411,0xbee6a469e91e8787d44455e38318769e02f88004,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,54.2,0.13,179,4254,14149285.97,3326.11,162,32,4,dune_dex_trades
2412,0x227024f48ccdc738245b40d0b4ffffef85d77881,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,44.4,0.62,116,644,792763.29,1231,89,9,5,dune_dex_trades
2413,0x2e30037a115b46f233ab34546be644ac6c412fd0,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,178,519,445909.9,859.17,114,1,1,dune_dex_trades
2414,0x917c14ddd2f38ab8835fc79f5ba43615446c2216,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,96,505,480372.29,951.23,80,2,1,dune_dex_trades
2415,0x90569d8a1cf801709577b24da526118f0c83fc75,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,37.5,1.15,163,357,1172578.39,3284.53,99,11,5,dune_dex_trades
2416,0x360553836ea474c27e64b8e31c0939ca1e98c423,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,179,310,404579.69,1305.1,161,102,1,dune_dex_trades
2417,0xd5a5080e0e669ceb6b2dca1bc2ac7a541ddbbecf,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,178,306,392444.35,1282.5,158,97,1,dune_dex_trades
2418,0xa158e59da11163e3646312343234058dd82dfc05,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,178,303,407456.76,1344.74,158,95,1,dune_dex_trades
2419,0x3f51cd49f1678a4259927ed432e3cd059d638ff0,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,179,302,350096.09,1159.26,157,101,1,dune_dex_trades
2420,0x3494a465019535a8dd6eeddbe3f65d86b2d6a417,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,50,0.99,174,276,267220.63,968.19,59,8,4,dune_dex_trades
2421,0xeb743e0220d95ef42e76aadeab86bb56c5862ddc,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,125,158,1060486.2,6711.94,65,1,3,dune_dex_trades
2422,0x5b03cccab7ba3010fa5cad23746cbf0794938e96,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,168,152,1100382.98,7239.36,76,2,3,dune_dex_trades
2423,0x8cab7b498842c4032ff00d7c7f35bb8c9a354320,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,177,147,184594.46,1255.74,76,46,1,dune_dex_trades
2424,0xfdbe7375b66a930b41dff84ed6931915087d5b91,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,103,140,684113.17,4886.52,51,3,4,dune_dex_trades
2425,0x180efc1349a69390ade25667487a826164c9c6e4,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,177,115,435256.64,3784.84,60,2,4,dune_dex_trades
2426,0x02b0c14d2c03852ccebd1b2e66ab3c075a57711d,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,151,96,137780.2,1435.21,44,73,4,dune_dex_trades
2427,0x9791ae9070361810e8ef9d0ec16002c5cd4c72f2,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,40,0.97,163,87,112933.88,1298.09,21,6,5,dune_dex_trades
2428,0x000000ae384600d7252543855e3b0400f6008d00,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,50,0.82,133,86,110827.23,1288.69,26,6,3,dune_dex_trades
2429,0x9ec9367b8c4dd45ec8e7b800b1f719251053ad60,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,170,83,156313.56,1883.3,42,1,3,dune_dex_trades
2430,0xfe2cf04a948fef1986e35de59ce76170507f7507,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,174,73,1839655.43,25200.76,37,2,4,dune_dex_trades
2431,0x27cb423bb34d1d2f929ce268049a7fd4982c5dd2,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,175,72,83508.56,1159.84,37,22,3,dune_dex_trades
2432,0x757a64f8358326454f8d85362a058fbd6c84efa2,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,50,1.05,148,71,74754.97,1052.89,36,9,3,dune_dex_trades
2433,0x5b2c9ef1bf180a844389c0fd42b15c8281e69052,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,155,70,120092.02,1715.6,33,1,1,dune_dex_trades
2434,0x65e635f88d7c0d522fee14d504a0cf5bbcb94140,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,150,67,76254.21,1138.12,31,35,2,dune_dex_trades
2435,0x52ced5dd182f7cd50b8ec4a2ad0c50824da39a66,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,163,63,66417,1054.24,31,28,1,dune_dex_trades
2436,0x27d6680d8531fecf61deaea9f0901024a545338f,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,130,62,72275.02,1165.73,26,3,1,dune_dex_trades
2437,0x8e2f7d5aaae5abbd5052acb74019b9b11cb74349,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,40,2.14,160,60,41828.09,697.13,33,7,4,dune_dex_trades
2438,0x2849857d9b640fd2104c4607c6c23dec3c798370,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,149,59,123505.57,2093.31,27,22,1,dune_dex_trades
2439,0x875d6d37ec55c8cf220b9e5080717549d8aa8eca,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,174,57,246845.85,4330.63,29,21,3,dune_dex_trades
2440,0x71cbd644689c69a5b8f62f8636c680e8ccba45e2,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,162,56,67664.52,1208.3,27,2,1,dune_dex_trades
2441,0xdea857e0896837a624b810e255f9b3848adc8efe,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,146,55,85736.16,1558.84,25,46,1,dune_dex_trades
2442,0x81d974f3cd8ea405d86e562961b91f078c5ac062,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,168,54,60105.43,1113.06,27,12,1,dune_dex_trades
2443,0x95cfa1f48fad82232772d3b1415ad4393517f3b5,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,168,54,191848.95,3552.76,27,1,1,dune_dex_trades
2444,0xd5c7176ec638ef466c2fee761762d9eab673997d,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,75,0.42,119,53,174216.4,3287.1,32,21,1,dune_dex_trades
2445,0xe896465b95d5edb49e26de47b6718442227c980f,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,140,50,55046.93,1100.94,22,17,1,dune_dex_trades
2446,0x4d3d53000c3524a07276664a1686b8b9aaf13022,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,174,49,113863.03,2323.74,25,1,1,dune_dex_trades
2447,0x52e2e6b3ba385ed9690eef11f72b2fe27ba1f8ca,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,172,49,97304.26,1985.8,25,1,2,dune_dex_trades
2448,0xf74c91b36c26543a0aa820bef407a577e5498bf0,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,137,48,130877.58,2726.62,21,2,3,dune_dex_trades
2449,0xb004f5be965934c408ad37ec9a6b4df98ee22254,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,152,43,73775.88,1715.72,20,29,1,dune_dex_trades
2450,0xeadb3dc92c7acdacd4459f719847d06507734a9c,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,163,43,76663.45,1782.87,21,25,1,dune_dex_trades
2451,0xd6144225e7f968b9a4bc239e34e890f7a9ea68bf,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,172,42,99533.78,2369.85,21,8,2,dune_dex_trades
2452,0xacc517ea627ceb71cf25e002adaa9761623837b9,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,,,164,41,159640.14,3893.66,20,3,3,dune_dex_trades
2453,0x53343b7c9f9ccc0e97e548b5c7e2c450db3795b1,Dune DEX Trader #0,58.3,DEX Trader,Active Trader,50,1.2,139,39,58739.67,1506.15,25,6,3,dune_dex_trades
2454,0xc10aff701af6a2ae965cf1a8f19da4846c4708f2,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,44.4,0.36,164,2608,5066921.47,1942.84,135,9,5,dune_dex_trades
2455,0xde40b9ea63148965f9fe737f8f8b6fbc09d7c615,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,39.1,0.47,179,2040,24767286.15,12140.83,159,34,3,dune_dex_trades
2456,0x492d255234c83f2ddc5aa904d8a9db6743e9f046,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,42.9,0.5,114,524,4301308.72,8208.6,54,39,12,dune_dex_trades
2457,0xb8506d42ad5fd6a672b42aec94b82846876d458e,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,45.5,1.23,178,521,449397.28,862.57,127,30,1,dune_dex_trades
2458,0x3e43a5ac2c7a4e6bf0e068a5436ac056d0d7dce7,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,161,471,405492.34,860.92,100,23,1,dune_dex_trades
2459,0xd68732c78312625f81d937a267fb4786d0dd166f,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,155,355,233363.51,657.36,73,3,1,dune_dex_trades
2460,0xcb3d2a42022741b06f9b38459e3dd1ee9a64d129,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,53.8,0.68,174,315,691991.7,2196.8,109,26,1,dune_dex_trades
2461,0x9c241e54c27949f582656a2ee4d12ee7c2d1972e,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,178,304,361337.46,1188.61,163,99,1,dune_dex_trades
2462,0xa5e6e1fe8a7d308341124c843fd5f3654a36e608,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,177,303,426991.8,1409.21,162,99,1,dune_dex_trades
2463,0x8a13382841d58ae8b1e5628f53b1d3fbaf57e4d0,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,178,300,349248.61,1164.16,160,99,1,dune_dex_trades
2464,0x431159c3743fe4e8a115a2f81d7a32e4c266858c,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,179,300,355104.81,1183.68,161,99,1,dune_dex_trades
2465,0x57281bf2e6241e5f82175d040b017311d1046076,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,176,297,379020,1276.16,157,96,1,dune_dex_trades
2466,0xfcdb71699193b5e76480e286396eddd4f3cd7bd4,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,177,269,324884.77,1207.75,141,87,1,dune_dex_trades
2467,0xf229590e7d145bfebafd1f8510b40d71ed863608,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,179,265,293633.63,1108.05,141,85,1,dune_dex_trades
2468,0x0136f630fd5d14c9fc396cd3873395a3ab818eee,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,60,0.58,149,264,642492.55,2433.68,100,11,2,dune_dex_trades
2469,0xaf14a175c18e84eba2738d320efc501286a74889,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,176,253,300169.67,1186.44,132,80,1,dune_dex_trades
2470,0x28f86ed030fd080a07dc4abcde6e04ee67517f10,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,179,251,286442.65,1141.21,133,78,1,dune_dex_trades
2471,0x63b0a0d33fe906c668b1de4875bfaf562a9d8c5b,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,53.3,0.88,175,201,1005537.04,5002.67,104,26,2,dune_dex_trades
2472,0x1112956589a2bea1b038732db4ea6b0c416ef130,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,174,201,317883.17,1581.51,105,1,3,dune_dex_trades
2473,0x3391a39a1b508e54a361924a26056c01c1c2c07d,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,170,179,160150.82,894.7,39,89,2,dune_dex_trades
2474,0x2623edc6008d057786a6bf9dd34185dcddebbf2f,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,172,154,182224.68,1183.28,79,2,3,dune_dex_trades
2475,0x05c024b441d2c288c2729b484bd4bcef3596aa51,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,179,122,281180.44,2304.76,65,1,2,dune_dex_trades
2476,0x22ef2dde9cb287bf4b2f85ea7579eac9e005009e,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,177,114,114108.6,1000.95,60,45,3,dune_dex_trades
2477,0x7691627a49c1edf700cdad4f395e8b1fce73463a,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,157,109,198331.54,1819.56,53,62,1,dune_dex_trades
2478,0x9af4b0b190ee0319c4aba8940289ab5d1b7f1faa,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,170,105,7827507.87,74547.69,23,3,2,dune_dex_trades
2479,0x06da0fd433c1a5d7a4faa01111c044910a184553,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,159,103,186068.04,1806.49,51,2,5,dune_dex_trades
