rank,address,copy_trading_score,win_rate_pct,profit_factor,track_record_days,max_drawdown_pct,avg_trade_duration_hrs,total_trades,active_days,trades_per_day,avg_trade_usd,total_volume_usd,tokens_traded,dex_count,first_trade,last_trade,wallet_type,source,tags
1306,0x98d14511d8f31a5880efaa83aabae0a9308450aa,54.2,66.7,1.11,93,,,110,48,2.29,27972.09,3076930.34,4,4,2025-12-13 18:23:23.000 UTC,2026-03-17 02:02:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1307,0xae786cb1fb10e6f957f7a0944621f25313bebffc,54.2,40,1.52,171,,,234,64,3.66,6477.97,1515845.46,7,4,2025-12-14 11:58:59.000 UTC,2026-06-03 22:51:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1308,0xa1913afaadeb26a6834350a82ab08cf97479b731,54.2,66.7,0.93,129,,,57,38,1.5,6041.51,344366.21,3,2,2026-01-29 19:03:23.000 UTC,2026-06-08 18:02:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1309,0x0124d0fa0dfb1430dfcff16ec6a96945e7a0bc10,54.2,50,0.4,175,,,270,82,3.29,25973.67,7012891.51,36,2,2025-12-15 20:54:47.000 UTC,2026-06-09 08:57:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1310,0xfdecff56fb5a01fe91ee3d5097f68161769c0e47,54.1,50,5.54,139,,,33,21,1.57,623.52,20576.26,7,4,2025-12-16 20:15:23.000 UTC,2026-05-05 15:33:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1311,0x4f900024c8cf3dec13db7eb0519f720b996d7476,54.1,50,3.32,166,,,131,29,4.52,59840.83,7839148.35,10,8,2025-12-15 11:21:23.000 UTC,2026-05-31 09:46:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1312,0xb1000058c87d843fc0154591ff9d72af5e7213d5,54.1,48.9,1.53,128,,,1363,65,20.97,2064.66,2814134.39,216,1,2025-12-14 22:04:59.000 UTC,2026-04-22 20:01:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1313,0xe4b0bc9e93573d826a71dd35c08f0808c18a50b4,54.1,66.7,1.66,95,,,120,35,3.43,1136.38,136365.78,11,1,2026-02-24 05:25:59.000 UTC,2026-05-30 11:32:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1314,0xc8e950059038dcefeb18c3d5febc7b2a0ea3067f,54.1,40,2.14,177,,,1115,83,13.43,71006.49,79172241.29,8,7,2025-12-12 14:56:35.000 UTC,2026-06-08 07:19:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1315,0x73bfa4bf6573545476e170727a27763253f253d1,54.1,55.6,1.61,123,,,191,48,3.98,1788.82,341664,33,1,2026-02-06 12:46:59.000 UTC,2026-06-09 15:54:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1316,0x70f67eaf22af6748eb0cd247c348975bb547306b,54.1,66.7,1.87,107,,,35,25,1.4,1385.38,48488.14,4,4,2026-02-08 20:01:59.000 UTC,2026-05-27 02:56:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1317,0xaea8c6444a5e4efd738a6ec51f3d0ed0928c110b,54.1,50,2.19,158,,,48,21,2.29,1840.37,88337.94,9,4,2025-12-31 01:31:11.000 UTC,2026-06-07 16:45:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1318,0xb74e9f968ae1b01307b935e7cba3e13e26e656a1,54.1,66.7,1.59,108,,,63,31,2.03,4537.13,285838.88,3,4,2026-02-18 13:22:23.000 UTC,2026-06-07 11:40:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1319,0x3064e00685fff79b6f11821c115a1a89c5e3e6d8,54.1,66.7,1.3,99,,,69,41,1.68,4481.22,309203.85,3,2,2026-02-27 10:26:23.000 UTC,2026-06-06 12:27:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1320,0xab2ebc8e6938bf8c2d87623f2ea8cba33bce4886,54.1,66.7,0.56,155,,,123,33,3.73,2877.14,353888.65,42,4,2026-01-01 20:24:11.000 UTC,2026-06-05 21:58:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1321,0x9813c325ead93120d1afcfdaa6ed75cd4e7fd6d8,54.1,66.7,0.86,153,,,39,20,1.95,7628.36,297505.9,4,4,2025-12-31 21:58:11.000 UTC,2026-06-03 04:33:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1322,0x4639c1f7f5b959746a775dae7b6c88ef7aafa2c8,54.1,66.7,0.42,170,,,45,26,1.73,2757.47,124086.06,4,2,2025-12-16 20:40:35.000 UTC,2026-06-05 15:51:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1323,0x0fd4e7b32b8f670c01a8c491cee0c11831598298,54.1,60,0.56,157,,,101,52,1.94,7110.96,718206.58,7,1,2026-01-01 17:32:47.000 UTC,2026-06-07 22:54:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1324,0xcdb5af4901641fa0080031a839a3b75dbcfe6e1d,54.1,50,0.64,164,,,394,118,3.34,781.23,307803.05,33,6,2025-12-14 09:43:35.000 UTC,2026-05-27 23:53:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1325,0x405f3a0cf62ff3fee42c49d4f6d8bb397d04da33,54.0,47.1,1.93,128,,,800,58,13.79,25799.21,20639368.15,19,5,2026-01-31 16:46:11.000 UTC,2026-06-09 16:25:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1326,0x8636fd05984ac1782afc12f8c4a1d6e922aa782b,54.0,33.3,3.01,134,,,334,69,4.84,1377.57,460107.35,8,3,2026-01-06 07:36:47.000 UTC,2026-05-20 11:50:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1327,0xd3f64baa732061f8b3626ee44bab354f854877ac,54.0,66.7,1.66,114,,,38,25,1.52,8971.1,340901.77,10,2,2025-12-26 12:55:35.000 UTC,2026-04-20 03:37:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1328,0x6c73b4e2e4213425b833fa725eff31108666c568,54.0,47.1,0.61,168,,,554,82,6.76,1650.74,914510.91,23,3,2025-12-11 18:46:11.000 UTC,2026-05-29 10:03:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1329,0xa883710b6dbf008a1cc25722c54583e35884a209,54.0,41.7,0.52,171,,,1059,103,10.28,38461.52,40730753.23,14,5,2025-12-20 10:34:23.000 UTC,2026-06-09 15:54:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1330,0x645e0dbdb5fc2594b8913d7d7c627afe250ab550,54.0,75,0.53,166,,,93,39,2.38,82436.38,7666583.26,6,4,2025-12-24 04:15:11.000 UTC,2026-06-08 04:34:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1331,0xe75ed6f453c602bd696ce27af11565edc9b46b0d,54.0,44.4,0.76,179,,,293,73,4.01,7165.72,2099555.74,21,2,2025-12-11 21:53:11.000 UTC,2026-06-09 17:09:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1332,0x30e02a282d02ce2c918d9233e8b6c89cc98fad33,54.0,60,0.41,177,,,116,41,2.83,32845.8,3810112.68,6,5,2025-12-11 18:47:23.000 UTC,2026-06-06 20:35:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1333,0x97ed334b92432827fdad06c4dc9b1c763e86e796,54.0,40,0.86,175,,,324,87,3.72,32735.96,10606451.07,7,4,2025-12-15 13:47:35.000 UTC,2026-06-09 00:49:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1334,0xdd2d158a5083ef7d32f059c312eebb788867ad24,54.0,40,0.15,177,,,432,132,3.27,22173.86,9579107.03,16,3,2025-12-13 22:13:23.000 UTC,2026-06-09 14:43:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1335,0xeeb65da7e686bc6a7073fa24a889667ba2636966,53.9,60,1.55,139,,,274,63,4.35,889.7,243778.19,5,1,2026-01-20 14:59:23.000 UTC,2026-06-09 01:35:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1336,0x0b64aa727412fc4c527aa8f14ba83cd8cf5e75fe,53.9,60,1,157,,,106,29,3.66,43550.87,4616392.52,9,4,2026-01-02 07:57:11.000 UTC,2026-06-08 23:29:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1337,0x726fbb6a2523a08f21786aae86877fb3e630bf17,53.9,66.7,0.87,137,,,86,32,2.69,2244.52,193029.14,10,1,2026-01-22 14:34:23.000 UTC,2026-06-08 19:53:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1338,0xc545af518563a6e04eb0ebedb1000d96e8edac3b,53.9,60,0.76,142,,,120,52,2.31,2362.68,283521.09,5,7,2026-01-12 03:53:11.000 UTC,2026-06-03 18:04:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1339,0x97b73b8eaa8662381383a67e0dbcab67f78337dd,53.9,50,1.02,166,,,114,52,2.19,14995.64,1709502.81,8,6,2025-12-19 22:17:59.000 UTC,2026-06-04 14:01:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1340,0x555f240e556788e65306754a0ba6e7a76c2ab59e,53.9,66.7,0.27,102,,,4736,99,47.84,72943.56,345460692.76,191,9,2026-02-27 00:27:23.000 UTC,2026-06-09 16:15:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1341,0xea65e784b206e79a10f3b0608feae71993939d00,53.9,44.4,0.12,173,,,2163,120,18.02,30827.24,66679322.08,10,9,2025-12-18 13:15:35.000 UTC,2026-06-09 17:11:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1342,0x3bb0b585adffa5fa1b42189196268cf4e99a622e,53.8,66.7,1.66,110,,,54,26,2.08,1212.05,65450.59,4,3,2025-12-24 09:53:35.000 UTC,2026-04-14 00:03:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1343,0xf009283c72b7950e69a76df39d2de96d42ec4643,53.8,75,1.03,110,,,75,24,3.12,2162.29,162171.9,6,3,2026-02-19 14:37:35.000 UTC,2026-06-09 15:32:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1344,0x238ec7efd1bd44728dcbe11e57241a05a9ba5c0c,53.8,60,1.41,145,,,37,24,1.54,1430.14,52915.29,7,5,2026-01-02 10:53:47.000 UTC,2026-05-28 02:04:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1345,0x9ef8e405b13b1d049ce0083b2c72036a1f8eb9b0,53.8,60,1.26,154,,,35,20,1.75,1243.08,43507.76,5,5,2025-12-30 01:04:59.000 UTC,2026-06-02 12:02:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1346,0xbf074e16b0c0abb3bce94dd6ee413af7dc6e4c21,53.8,50,0.51,179,,,683,66,10.35,11605.12,7926296.74,4,1,2025-12-11 18:51:47.000 UTC,2026-06-08 22:56:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1347,0x163c397e3405d1c681fc671c03625d296678ffa7,53.8,75,1.04,143,,,51,34,1.5,865.54,44142.43,14,4,2026-01-16 14:08:35.000 UTC,2026-06-09 07:16:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1348,0x3ca441d282ebd08ac5eed970f2322447ab354de1,53.8,66.7,0.85,173,,,69,41,1.68,757.63,52276.51,7,3,2025-12-15 15:02:47.000 UTC,2026-06-06 19:02:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1349,0xb75af6aac0b676857bd1e0953849593b25f6adec,53.8,42.9,0.49,174,,,460,96,4.79,2815.24,1295009.65,8,6,2025-12-15 13:25:23.000 UTC,2026-06-08 00:36:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1350,0xc08531ea4b3e4c04a2051496372bf8736db0d64a,53.8,40,0.78,167,,,239,95,2.52,1996.63,477194.3,8,2,2025-12-22 00:27:23.000 UTC,2026-06-07 22:12:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1351,0xd58fab416bb2e2e6ab6fce17f7ebad5cafd84c85,53.8,40,0.29,171,,,571,122,4.68,1533.5,875627.94,10,2,2025-12-19 18:17:11.000 UTC,2026-06-08 20:31:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1352,0xd7a58843f35927b844b38f2f6e17b7f514bff1a5,53.7,42.9,1.69,165,,,213,48,4.44,7358.55,1567370.55,9,5,2025-12-20 12:03:47.000 UTC,2026-06-03 20:53:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1353,0x61e4107dc0102692e552bb856baec9ad6a25bcb5,53.7,60,1.67,136,,,38,23,1.65,1419.27,53932.25,6,5,2026-01-02 17:37:47.000 UTC,2026-05-18 20:57:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1354,0x3af6cd5c74fa15c75f6770f5765f175ff61db450,53.7,71.4,0.26,156,,,269,32,8.41,33457.34,9000025.14,7,9,2025-12-15 17:57:23.000 UTC,2026-05-21 11:06:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1355,0xbd1160c2ac4056df5c345bde84aff8e679ec8b83,53.7,60,1.11,120,,,150,50,3.0,1060.6,159090.68,5,5,2025-12-12 18:06:35.000 UTC,2026-04-11 22:00:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1356,0x13c2e85715d8f6fcd48518eccd74ee1dc272ecb8,53.7,50,1.76,115,,,105,58,1.81,2459.02,258197.13,7,5,2025-12-11 23:20:11.000 UTC,2026-04-06 02:56:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1357,0xd747659f504684ce5ea0337a0b56e1f80863a90d,53.7,25,1.64,173,,,602,104,5.79,1427.89,859588.58,17,5,2025-12-18 10:33:11.000 UTC,2026-06-09 16:12:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1358,0xe6363ccf4e2d2dfe2188ea20caf9af567921756b,53.7,50,0.62,151,,,292,80,3.65,2267.64,662152.1,5,3,2026-01-08 14:07:47.000 UTC,2026-06-08 16:34:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1359,0x256a334375c123c1aaa0885def350862e8e14499,53.7,75,0.26,154,,,33,22,1.5,3336.41,110101.67,10,3,2025-12-12 15:28:11.000 UTC,2026-05-15 17:59:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1360,0x3cb269a4b9f8e69baa614ace858d1b815d630b1b,53.7,38.9,0.41,177,,,571,113,5.05,6828.48,3899061.24,25,3,2025-12-12 21:59:23.000 UTC,2026-06-08 15:49:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1361,0x4337016838785634c63fce393bfc6222564436c4,53.7,33.3,0.79,173,,,301,112,2.69,6832.95,2056717.33,7,5,2025-12-17 23:32:35.000 UTC,2026-06-09 16:36:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1362,0x30188cb65de879667cdfdcc2a26eb5a4ae0c0230,53.6,60,1.91,114,,,58,32,1.81,2384.5,138301.25,6,5,2025-12-11 18:57:59.000 UTC,2026-04-05 15:40:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1363,0x3004892cf2946356e8e4570a94748afdff86681c,53.6,33.3,0.88,177,,,1003,103,9.74,1305.91,1309827.91,135,6,2025-12-13 23:47:59.000 UTC,2026-06-09 16:58:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1364,0x225f99aaaa914d0481ef3a0bedd8aabf1b9c4d1d,53.6,52.8,0.33,120,,,928,97,9.57,9127.76,8470558,55,11,2026-02-09 16:34:23.000 UTC,2026-06-09 16:38:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1365,0x9ce87ed692456ff172003dbf8f1df4546ab20e26,53.6,60,0.69,160,,,72,37,1.95,1309.28,94268.26,6,1,2025-12-27 14:14:59.000 UTC,2026-06-05 20:29:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1366,0xeb2d910676d2d97c278dd156f9e86a8c5d273167,53.6,40,1.02,153,,,272,90,3.02,2399.98,652795.53,10,2,2026-01-04 14:35:47.000 UTC,2026-06-06 17:41:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1367,0x9a18a1298fb77505058e057aea25d9008cfeab5e,53.6,57.1,0.29,175,,,140,57,2.46,10637.22,1489211.23,14,4,2025-12-14 23:39:11.000 UTC,2026-06-08 00:26:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1368,0x06b07e51ca1a3bf469ba2f465586e347dbc5ef21,53.5,33.3,5.63,140,,,38,23,1.65,1082.89,41149.71,6,1,2026-01-05 12:33:47.000 UTC,2026-05-25 13:34:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1369,0x690698ac749edc823ce9feb480c356b888888888,53.5,66.7,0.87,125,,,417,37,11.27,1721.83,718004.87,58,4,2026-01-22 05:36:11.000 UTC,2026-05-27 08:41:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1370,0x6f196ac9105a455205665418de7f0376437d63e5,53.5,60,1.94,109,,,87,33,2.64,1144.45,99567.14,7,3,2026-01-25 11:31:35.000 UTC,2026-05-14 17:07:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1371,0x919256c63edf4cfec4c5ba3056720eb620e89b2a,53.5,66.7,2.26,141,,,36,20,1.8,893.3,32158.86,7,1,2026-01-10 13:40:35.000 UTC,2026-06-01 10:11:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1372,0xcc8b90bb0238f7ae4e9f66976108a7a352c1394b,53.5,66.7,1.33,100,,,96,36,2.67,1691.92,162423.93,5,1,2026-01-28 23:04:59.000 UTC,2026-05-09 14:41:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1373,0xbbd9fb5a548e09d0b6e8b8197e38c5ac925cc973,53.5,50,1.41,169,,,117,28,4.18,33763.57,3950337.13,8,5,2025-12-12 01:55:47.000 UTC,2026-05-31 00:30:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1374,0xa80392520d0b600ef1a72920e721ab1a3f1dbf7d,53.5,60,1.4,113,,,72,43,1.67,1736.18,125004.64,13,3,2025-12-17 05:20:35.000 UTC,2026-04-09 15:34:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1375,0x89cc8d6f6a25b489195e6cc9e5aff5d5356d5fc9,53.5,60,0.96,160,,,60,23,2.61,11166.75,670004.86,6,7,2025-12-17 14:55:59.000 UTC,2026-05-26 15:29:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1376,0x6f0063ec517494671e0ca583735d9c96495c728f,53.5,66.7,1.07,137,,,30,21,1.43,1492.46,44773.71,5,4,2025-12-31 18:30:23.000 UTC,2026-05-18 07:17:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1377,0x6814c5a927314422d49976cae5143e13510ea7f1,53.5,50,0.95,178,,,150,38,3.95,2104.87,315730.92,13,5,2025-12-12 16:00:11.000 UTC,2026-06-08 23:22:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1378,0x2d48a135211af21688fba428b11a073265b069fc,53.5,60,0.74,158,,,109,36,3.03,8301.26,904837.8,5,1,2025-12-16 07:51:23.000 UTC,2026-05-23 20:43:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1379,0xbcd639f3403442a82720ac1778b3d6738d898d25,53.5,50,1,177,,,115,37,3.11,16823.17,1934664.81,4,1,2025-12-11 18:57:11.000 UTC,2026-06-07 17:08:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1380,0xdeadc0de0000e54725ad1bf220324717043e02bf,53.5,52.1,0.42,90,,,2065,90,22.94,10174.18,21009673.41,196,8,2026-03-10 20:24:23.000 UTC,2026-06-09 14:43:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1381,0x16d41ca2a2f6225035cc682f1b65bc25780cba96,53.5,40,0.74,123,,,868,109,7.96,12737.24,11055922.49,12,5,2025-12-12 04:22:35.000 UTC,2026-04-14 20:34:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1382,0xf67a387120cb74a5ef2fd91982af4ae5d3a576a1,53.5,37.5,0.76,121,,,869,114,7.62,13283.67,11543508.03,9,5,2025-12-14 15:43:59.000 UTC,2026-04-15 03:44:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1383,0x58f822857bd0d5d115844ea133caf792069491c5,53.5,40,1.41,165,,,86,65,1.32,2581.67,222023.22,6,2,2025-12-22 21:12:23.000 UTC,2026-06-06 19:09:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1384,0xb4897d49c5859b9bb5e3d6c4372bdd83d55c8d6c,53.5,25,1.29,178,,,1268,159,7.97,861,1091745.59,5,1,2025-12-11 19:25:11.000 UTC,2026-06-08 16:36:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1385,0x876450844bb33c46c2e79e231ac0221cd9815958,53.5,44.4,0.5,156,,,3046,141,21.6,73471.57,223794388.3,12,8,2025-12-19 10:52:11.000 UTC,2026-05-24 14:40:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1386,0x0c8afa31d68028ed8054493ee92f52b82ab992a2,53.5,40,0.69,178,,,286,88,3.25,2631.75,752681.65,15,5,2025-12-12 15:52:47.000 UTC,2026-06-08 23:01:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1387,0xbe07d37e54bb57fd2053036f44e6046f3bfb1954,53.4,60,2.06,161,,,73,25,2.92,839.81,61306.22,33,1,2025-12-25 17:36:35.000 UTC,2026-06-05 09:24:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1388,0x1a95cac98131221ad3a5ca1eca9270b004d1f503,53.4,60,0.34,160,,,599,56,10.7,6026.19,3609685.54,7,4,2025-12-28 19:32:11.000 UTC,2026-06-07 02:27:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1389,0x68aee30b7ee7887c4f3b37d6edc69f93d07619e4,53.4,50,1.13,150,,,240,55,4.36,16532.97,3967913.09,7,4,2026-01-07 10:47:23.000 UTC,2026-06-07 02:28:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1390,0x57e837b0a98290da2a341341f5c5ff32ef548c25,53.4,50,1.45,164,,,76,31,2.45,1231.75,93613.08,7,1,2025-12-25 04:51:59.000 UTC,2026-06-07 05:09:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1391,0xd86120f81ac77040b1f032175bc6eb76bd255d53,53.4,62.5,0.21,157,,,1319,59,22.36,5566.13,7341723.89,8,4,2025-12-12 00:48:59.000 UTC,2026-05-18 09:10:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1392,0x1aac6d3312e7743a33e8eec8e4c714c1f9b7f44f,53.4,40,1.65,149,,,200,68,2.94,1034.65,206930.1,6,3,2026-01-07 13:46:35.000 UTC,2026-06-05 14:35:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1393,0x441bba9e47c9bbd3585b1cbd84e1aabd995b9ddb,53.4,66.7,0.36,169,,,43,23,1.87,3704.07,159275.18,6,2,2025-12-15 18:08:47.000 UTC,2026-06-03 08:55:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1394,0x9235910f410478b89f86e06be0e4535335af6dea,53.4,50,0.6,176,,,149,58,2.57,11248.18,1675978.68,14,4,2025-12-13 10:54:59.000 UTC,2026-06-07 22:13:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1395,0xa57e3e178e41201b05b4e4aa6dde347fdcd5614e,53.4,44.4,0.68,178,,,207,72,2.88,1357.39,280980.36,10,2,2025-12-11 18:48:23.000 UTC,2026-06-08 17:45:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1396,0xb8c5bc6868f0517e3c18ca3eda96ba695ac7a032,53.4,42.9,0.58,177,,,255,84,3.04,2329.25,593958.41,29,4,2025-12-12 02:07:11.000 UTC,2026-06-08 01:49:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1397,0x4337005db25dbad41da5692ba1188751ee5d98b6,53.4,33.3,0.72,168,,,294,115,2.56,7253.28,2132463.04,8,5,2025-12-23 13:53:11.000 UTC,2026-06-09 17:07:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1398,0xec4561b40b532edf1b67562c854c4d90f663bea4,53.3,50,3.15,126,,,53,22,2.41,4302.82,228049.43,10,5,2026-01-22 17:56:11.000 UTC,2026-05-28 22:42:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1399,0x3e75e0fd4c4b52f37574719f351389d51ec4c5b8,53.3,60,1.58,129,,,54,27,2.0,4937.52,266626.31,5,3,2026-01-06 17:30:11.000 UTC,2026-05-16 15:39:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
1400,0xbe0ca442d6b7d81e0faa7dbfd09331019f893f89,53.3,60,1.18,149,,,46,23,2.0,30984.7,1425296.41,7,3,2026-01-02 01:51:11.000 UTC,2026-06-01 01:37:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
